入国時年齢,性別,職種関係,職種,所在地(実習先)(都道府県),所在地(実習先)(市区町村),派遣会社,学校所属,組合,所属機関,失踪の有無
25.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"G.G.G CO.,LTD",,JOP協同組合,"TANGAR THAR SEAFOOD CO.,LTD",0
22.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"G.G.G CO.,LTD",,JOP協同組合,"TANGAR THAR SEAFOOD CO.,LTD",0
24.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"G.G.G CO.,LTD",,JOP協同組合,"TANGAR THAR SEAFOOD CO.,LTD",0
27.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"G.G.G CO.,LTD",,JOP協同組合,"TANGAR THAR SEAFOOD CO.,LTD",0
24.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"G.G.G CO.,LTD",,JOP協同組合,"TANGAR THAR SEAFOOD CO.,LTD",0
27.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"G.G.G CO.,LTD",,JOP協同組合,"TANGAR THAR SEAFOOD CO.,LTD",0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"G.G.G CO.,LTD",,JOP協同組合,"SHWE KAN MYINT PROCESSING PLANT&COLD STORE CO.,LTD",0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"G.G.G CO.,LTD",,JOP協同組合,"SHWE KAN MYINT PROCESSING PLANT&COLD STORE CO.,LTD",0
31.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"G.G.G CO.,LTD",,JOP協同組合,"SHWE KAN MYINT PROCESSING PLANT&COLD STORE CO.,LTD",0
28.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"G.G.G CO.,LTD",,JOP協同組合,"YON MIN PRODUCTION CO.,LTD",0
30.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"G.G.G CO.,LTD",,JOP協同組合,"YON MIN PRODUCTION CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"G.G.G CO.,LTD",,JOP協同組合,"YON MIN PRODUCTION CO.,LTD",0
22.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"G.G.G CO.,LTD",,JOP協同組合,"YON MIN PRODUCTION CO.,LTD",0
28.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"G.G.G CO.,LTD",,JOP協同組合,"YON MIN PRODUCTION CO.,LTD",0
25.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"G.G.G CO.,LTD",,JOP協同組合,"YON MIN PRODUCTION CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"G.G.G CO.,LTD",,JOP協同組合,"YON MIN PRODUCTION CO.,LTD",0
30.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,塩竈市,"G.G.G CO.,LTD",,JOP協同組合,"TANGAR THAR SEAFOOD CO.,LTD",0
33.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,塩竈市,"G.G.G CO.,LTD",,JOP協同組合,"TANGAR THAR SEAFOOD CO.,LTD",0
30.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,塩竈市,"G.G.G CO.,LTD",,JOP協同組合,"TANGAR THAR SEAFOOD CO.,LTD",0
33.0,男,食品製造関係,加熱性水産加工食品製造業,宮城県,塩竈市,"G.G.G CO.,LTD",,JOP協同組合,"SHWE KAN MYINT PROCESSING PLANT&COLD STORE CO.,LTD",0
22.0,男,食品製造関係,加熱性水産加工食品製造業,宮城県,塩竈市,"G.G.G CO.,LTD",,JOP協同組合,"SHWE KAN MYINT PROCESSING PLANT&COLD STORE CO.,LTD",0
26.0,男,食品製造関係,加熱性水産加工食品製造業,宮城県,塩竈市,"G.G.G CO.,LTD",,JOP協同組合,"SHWE KAN MYINT PROCESSING PLANT&COLD STORE CO.,LTD",0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"G.G.G CO.,LTD",,JOP協同組合,"SHWE KAN MYINT PROCESSING PLANT&COLD STORE CO.,LTD",0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"G.G.G CO.,LTD",,JOP協同組合,"SHWE KAN MYINT PROCESSING PLANT&COLD STORE CO.,LTD",0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"G.G.G CO.,LTD",,JOP協同組合,"SHWE KAN MYINT PROCESSING PLANT&COLD STORE CO.,LTD",0
25.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"G.G.G CO.,LTD",,JOP協同組合,"SHWE KAN MYINT PROCESSING PLANT&COLD STORE CO.,LTD",0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"G.G.G CO.,LTD",,JOP協同組合,"SHWE KAN MYINT PROCESSING PLANT&COLD STORE CO.,LTD",0
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"G.G.G CO.,LTD",,JOP協同組合,"SHWE KAN MYINT PROCESSING PLANT&COLD STORE CO.,LTD",0
33.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"G.G.G CO.,LTD",,JOP協同組合,"SHWE KAN MYINT PROCESSING PLANT&COLD STORE CO.,LTD",0
27.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"G.G.G CO.,LTD",,JOP協同組合,"SHWE KAN MYINT PROCESSING PLANT&COLD STORE CO.,LTD",0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"G.G.G CO.,LTD",,JOP協同組合,"SHWE KAN MYINT PROCESSING PLANT&COLD STORE CO.,LTD",0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"G.G.G CO.,LTD",,JOP協同組合,"SHWE KAN MYINT PROCESSING PLANT&COLD STORE CO.,LTD",0
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",1
27.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
22.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
25.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
23.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
24.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
25.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
26.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
29.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",1
28.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
25.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",1
22.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",1
23.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
32.0,女,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,男,食品製造関係,そう菜製造業,埼玉県,草加市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
20.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
26.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
25.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
20.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
20.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
19.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
22.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
18.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
20.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
20.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
25.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
22.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
22.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
24.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
18.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,岩手県,盛岡市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
25.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
28.0,男,食品製造関係,加熱性水産加工食品製造業,宮城県,塩竈市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
24.0,男,食品製造関係,加熱性水産加工食品製造業,宮城県,塩竈市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
25.0,男,食品製造関係,加熱性水産加工食品製造業,宮城県,塩竈市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",1
32.0,女,食品製造関係,そう菜製造業,宮崎県,都城市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,宮崎県,都城市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
22.0,女,食品製造関係,そう菜製造業,宮崎県,都城市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,宮崎県,都城市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
32.0,女,食品製造関係,そう菜製造業,宮崎県,都城市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
26.0,女,食品製造関係,そう菜製造業,宮崎県,都城市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
20.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
20.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
20.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
18.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
19.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
18.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
29.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
22.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
27.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
24.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
24.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
20.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
19.0,女,食品製造関係,そう菜製造業,北海道,小樽市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
19.0,男,食品製造関係,加熱性水産加工食品製造業,宮城県,塩竈市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
23.0,男,食品製造関係,加熱性水産加工食品製造業,宮城県,塩竈市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
24.0,男,食品製造関係,加熱性水産加工食品製造業,宮城県,塩竈市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
24.0,男,食品製造関係,水産練り製品製造,岡山県,総社市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
21.0,男,食品製造関係,水産練り製品製造,岡山県,総社市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
23.0,女,食品製造関係,水産練り製品製造,岡山県,総社市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
28.0,女,食品製造関係,水産練り製品製造,岡山県,総社市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
25.0,男,食品製造関係,水産練り製品製造,岡山県,総社市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
22.0,男,食品製造関係,水産練り製品製造,岡山県,総社市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
25.0,男,食品製造関係,非加熱性水産加工食品製造業,千葉県,市川市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
22.0,男,食品製造関係,非加熱性水産加工食品製造業,千葉県,市川市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
21.0,男,食品製造関係,非加熱性水産加工食品製造業,千葉県,市川市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
26.0,女,食品製造関係,そう菜製造業,宮城県,登米市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
26.0,女,食品製造関係,そう菜製造業,宮城県,登米市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
18.0,女,食品製造関係,そう菜製造業,宮城県,登米市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,宮城県,登米市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
19.0,女,食品製造関係,そう菜製造業,宮城県,登米市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",1
27.0,女,食品製造関係,そう菜製造業,宮城県,登米市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,宮城県,登米市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",1
24.0,女,食品製造関係,そう菜製造業,宮城県,登米市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",1
26.0,女,食品製造関係,食鳥処理加工業,宮城県,角田市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,AUNG THAIN KHA NGAR PON,1
29.0,女,食品製造関係,食鳥処理加工業,宮城県,角田市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
21.0,女,食品製造関係,食鳥処理加工業,宮城県,角田市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
19.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
24.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
21.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"HIGH WIN INTERNATIONAL CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,大阪府,泉佐野市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
19.0,女,食品製造関係,そう菜製造業,大阪府,泉佐野市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,大阪府,泉佐野市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,青森県,弘前市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
30.0,女,食品製造関係,そう菜製造業,青森県,弘前市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
28.0,女,食品製造関係,そう菜製造業,青森県,弘前市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
20.0,女,食品製造関係,そう菜製造業,北海道,函館市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
20.0,女,食品製造関係,そう菜製造業,北海道,函館市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
25.0,女,食品製造関係,そう菜製造業,北海道,函館市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
30.0,女,食品製造関係,そう菜製造業,北海道,函館市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,女,食品製造関係,そう菜製造業,北海道,函館市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
19.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
30.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
19.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
26.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
21.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
21.0,男,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
19.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,石巻市,"M.H.E CO.,LTD",ヤンゴン学校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
25.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
21.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
28.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
26.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
23.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
19.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,石巻市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,AUNG THAIN KHA NGAR PON,0
22.0,男,食品製造関係,そう菜製造業,神奈川県,綾瀬市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
24.0,男,食品製造関係,そう菜製造業,神奈川県,綾瀬市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
22.0,男,食品製造関係,そう菜製造業,神奈川県,綾瀬市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,男,食品製造関係,そう菜製造業,神奈川県,綾瀬市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
22.0,男,食品製造関係,そう菜製造業,神奈川県,綾瀬市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
23.0,男,食品製造関係,そう菜製造業,神奈川県,綾瀬市,"M.H.E CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
20.0,女,食品製造関係,そう菜製造業,新潟県,新潟市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
22.0,女,食品製造関係,そう菜製造業,新潟県,新潟市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
26.0,女,食品製造関係,そう菜製造業,新潟県,新潟市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
20.0,女,食品製造関係,そう菜製造業,新潟県,新潟市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
21.0,女,食品製造関係,そう菜製造業,新潟県,新潟市,"MAY KINN SAN CO.,LTD",ヤンゴン学校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
25.0,女,食品製造関係,そう菜製造業,新潟県,新潟市,"MAY KINN SAN CO.,LTD",マンダレー校,JOP協同組合,"GREAT MYANMAR CO.,LTD",0
